frequency step, frequency in Hz, NC input file, Input check passed, Converged, Num. iterations, relative error, Comp. time total, Comp. time assembling, Comp. time solving, Comp. time post-proc.
1, 500.0, NC1-1.out,1, 1, 41, 5.91371e-10, 42, 30, 8, 4
2, 1000.0, NC2-2.out,1, 1, 40, 2.69864e-10, 41, 29, 7, 5
3, 2000.0, NC3-3.out,1, 1, 34, 8.20108e-10, 45, 31, 7, 7
4, 3000.0, NC4-4.out,1, 1, 28, 5.99212e-10, 47, 27, 8, 12
5, 4000.0, NC5-5.out,1, 1, 25, 2.94476e-10, 56, 27, 8, 21
