frequency step, frequency in Hz, NC input file, Input check passed, Converged, Num. iterations, relative error, Comp. time total, Comp. time assembling, Comp. time solving, Comp. time post-proc.
1, 1000.0, NC1-1.out,1, 1, 31, 6.19252e-10, 28, 21, 5, 2
2, 2000.0, NC2-2.out,1, 1, 44, 4.70638e-10, 31, 21, 6, 4
3, 3000.0, NC3-3.out,1, 1, 32, 2.83976e-10, 34, 21, 6, 7
4, 4000.0, NC4-4.out,1, 1, 26, 6.65437e-10, 39, 21, 6, 12
