frequency step, frequency in Hz, NC input file, Input check passed, Converged, Num. iterations, relative error, Comp. time total, Comp. time assembling, Comp. time solving, Comp. time post-proc.
1, 1000.0, NC1-1.out,1, 1, 34, 3.56952e-10, 29, 21, 5, 3
2, 2000.0, NC2-2.out,1, 1, 47, 9.24611e-10, 31, 21, 6, 4
3, 3000.0, NC3-3.out,1, 1, 27, 2.26761e-10, 33, 21, 5, 7
4, 4000.0, NC4-4.out,1, 1, 26, 5.85228e-11, 40, 22, 6, 12
