frequency step, frequency in Hz, NC input file, Input check passed, Converged, Num. iterations, relative error, Comp. time total, Comp. time assembling, Comp. time solving, Comp. time post-proc.
1, 1000.0, NC1-1.out,1, 1, 32, 9.54226e-10, 28, 20, 6, 2
2, 2000.0, NC2-2.out,1, 1, 48, 9.47573e-10, 32, 22, 6, 4
3, 3000.0, NC3-3.out,1, 1, 30, 5.2602e-10, 34, 21, 6, 7
4, 4000.0, NC4-4.out,1, 1, 26, 2.38263e-10, 40, 22, 6, 12
