frequency step, frequency in Hz, NC input file, Input check passed, Converged, Num. iterations, relative error, Comp. time total, Comp. time assembling, Comp. time solving, Comp. time post-proc.
1, 1250.0, NC1-1.out,1, 1, 30, 1.17015e-10, 123, 100, 19, 4
2, 2500.0, NC2-2.out,1, 1, 41, 6.31094e-10, 126, 99, 23, 4
3, 5000.0, NC3-3.out,1, 1, 22, 9.53485e-10, 166, 122, 23, 21
