frequency step, frequency in Hz, NC input file, Input check passed, Converged, Num. iterations, relative error, Comp. time total, Comp. time assembling, Comp. time solving, Comp. time post-proc.
1, 500.0, NC1-1.out,1, 1, 42, 7.72867e-11, 39, 29, 7, 3
2, 1000.0, NC2-2.out,1, 1, 34, 5.2074e-10, 39, 28, 7, 4
3, 2000.0, NC3-3.out,1, 1, 28, 4.61908e-10, 41, 28, 7, 6
4, 3000.0, NC4-4.out,1, 1, 23, 1.98934e-10, 44, 26, 6, 12
5, 4000.0, NC5-5.out,1, 1, 20, 4.45758e-10, 51, 26, 7, 18
