frequency step, frequency in Hz, NC input file, Input check passed, Converged, Num. iterations, relative error, Comp. time total, Comp. time assembling, Comp. time solving, Comp. time post-proc.
1, 500.0, NC1-1.out,1, 1, 31, 3.88797e-10, 36, 25, 7, 4
2, 1000.0, NC2-2.out,1, 1, 32, 2.62143e-10, 36, 26, 5, 5
3, 2000.0, NC3-3.out,1, 1, 25, 9.20807e-10, 39, 25, 7, 7
4, 3000.0, NC4-4.out,1, 1, 23, 2.66963e-10, 44, 26, 7, 11
5, 4000.0, NC5-5.out,1, 1, 20, 6.48185e-10, 51, 27, 8, 16
