frequency step, frequency in Hz, NC input file, Input check passed, Converged, Num. iterations, relative error, Comp. time total, Comp. time assembling, Comp. time solving, Comp. time post-proc.
1, 500.0, NC1-1.out,1, 1, 40, 5.13472e-10, 36, 26, 6, 4
2, 1000.0, NC2-2.out,1, 1, 35, 7.11756e-10, 36, 25, 6, 5
3, 2000.0, NC3-3.out,1, 1, 31, 1.39641e-10, 37, 25, 6, 6
4, 3000.0, NC4-4.out,1, 1, 24, 5.79017e-10, 44, 26, 6, 12
5, 4000.0, NC5-5.out,1, 1, 21, 6.86422e-10, 51, 26, 7, 18
