frequency step, frequency in Hz, NC input file, Input check passed, Converged, Num. iterations, relative error, Comp. time total, Comp. time assembling, Comp. time solving, Comp. time post-proc.
1, 500.0, NC1-1.out,1, 1, 37, 5.98876e-10, 36, 26, 7, 3
2, 1000.0, NC2-2.out,1, 1, 36, 8.88249e-10, 36, 25, 6, 5
3, 2000.0, NC3-3.out,1, 1, 31, 1.81052e-10, 39, 26, 6, 7
4, 3000.0, NC4-4.out,1, 1, 25, 5.24839e-11, 44, 26, 7, 11
5, 4000.0, NC5-5.out,1, 1, 21, 1.57471e-10, 46, 20, 7, 19
